Patient_ID	C3L-00081	C3L-00415	C3L-00445	C3L-00503	C3L-00568	C3L-00603	C3L-00904	C3L-00923	C3L-00927	C3L-00965	C3L-00993	C3L-01000	C3L-01285	C3L-01455	C3L-01606	C3L-01663	C3L-01838	C3L-01884	C3L-02127	C3L-02130	C3L-02163	C3L-02164	C3L-02168	C3L-02170	C3L-02349	C3L-02358	C3L-02546	C3L-02552	C3L-02619	C3L-02624	C3L-02625	C3L-02627	C3L-02629	C3L-02646	C3L-02648	C3L-02649	C3L-02650	C3L-02660	C3L-02665	C3L-02669	C3L-02891	C3L-02951	C3L-02963	C3L-02964	C3L-02968	C3L-02969	C3L-03272	C3L-03678	C3L-03961	C3L-03962	C3L-03963	C3L-03965	C3L-04013	C3L-04014	C3L-04071	C3L-04391	C3N-00211	C3N-00221	C3N-00247	C3N-00309	C3N-00497	C3N-00555	C3N-00839	C3N-01017	C3N-01018	C3N-01020	C3N-01025	C3N-01028	C3N-01194	C3N-01411	C3N-01846	C3N-01892	C3N-01893	C3N-02252	C3N-02283	C3N-02284	C3N-02285	C3N-02288	C3N-02289	C3N-02300	C3N-02339	C3N-02374	C3N-02375	C3N-02425	C3N-02426	C3N-02434	C3N-02435	C3N-02494	C3N-02523	C3N-02575	C3N-02675	C3N-03051	C3N-03072	C3N-03076	C3N-03092	C3N-03093	C3N-03204	C3N-03424	C3N-03425	C3N-03441	C3N-03486	C3N-03662	C3N-03848	C3N-03851	C3N-03875	C3N-03877	C3N-03880	C3N-03882	C3N-03886	C3N-04124	C3N-04127	C3N-04155	C3N-04162	Samples-altered	Samples-amp	Samples-del	C3L-00081.N	C3L-00415.N	C3L-00445.N	C3L-00503.N	C3L-00568.N	C3L-00603.N	C3L-00904.N	C3L-00923.N	C3L-00927.N	C3L-00993.N	C3L-01000.N	C3L-01285.N	C3L-01455.N	C3L-01606.N	C3L-01663.N	C3L-01884.N	C3L-02127.N	C3L-02130.N	C3L-02163.N	C3L-02164.N	C3L-02168.N	C3L-02349.N	C3L-02358.N	C3L-02546.N	C3L-02552.N	C3L-02619.N	C3L-02624.N	C3L-02625.N	C3L-02627.N	C3L-02629.N	C3L-02646.N	C3L-02648.N	C3L-02649.N	C3L-02650.N	C3L-02660.N	C3L-02665.N	C3L-02669.N	C3L-02891.N	C3L-02951.N	C3L-02963.N	C3L-02964.N	C3L-02968.N	C3L-02969.N	C3L-03272.N	C3L-03961.N	C3L-03962.N	C3L-03963.N	C3L-03965.N	C3L-04013.N	C3L-04014.N	C3L-04071.N	C3L-04391.N	C3N-00221.N	C3N-00497.N	C3N-00555.N	C3N-01017.N	C3N-01018.N	C3N-01020.N	C3N-01025.N	C3N-01028.N	C3N-01194.N	C3N-01411.N	C3N-01846.N	C3N-01892.N	C3N-01893.N	C3N-02252.N	C3N-02285.N	C3N-02288.N	C3N-02289.N	C3N-02300.N	C3N-02339.N	C3N-02374.N	C3N-02375.N	C3N-02425.N	C3N-02426.N	C3N-02434.N	C3N-02435.N	C3N-02494.N	C3N-02523.N	C3N-02575.N	C3N-02675.N	C3N-03051.N	C3N-03072.N	C3N-03076.N	C3N-03092.N	C3N-03093.N	C3N-03204.N	C3N-03424.N	C3N-03425.N	C3N-03441.N	C3N-03486.N	C3N-03662.N	C3N-03848.N	C3N-03851.N	C3N-03875.N	C3N-03877.N	C3N-03880.N	C3N-03882.N	C3N-03886.N	C3N-04124.N	C3N-04127.N	C3N-04155.N	C3N-04162.N
SAG		11.1596	7.1189		6.8527	7.1527	8.7085	6.7439	5.3291	7.9511	7.3252	6.4702	6.6974	8.3694	8.6821		5.4748	7.1715	8.3221	8.0403	7.9059	8.8858	8.0976	6.6916	7.8913		8.1406	7.8038	6.145		7.6184	8.2616	7.0828	7.4536	8.1719	7.0567	7.737	7.5802	6.4092	5.571000000000001	8.0046	8.2702	7.9714	7.836	6.5596	6.5582	6.6173	5.7293	5.7007		7.9124	6.8213	7.4005	6.3962	7.5863		8.2162	6.0264	8.8352		8.5389			8.0173		7.8044	6.9414	7.6482	7.4942	5.5435	8.2625	6.9384	9.0423	5.5074	7.4633		7.772	8.7233	5.575	5.3218	7.8626	5.9165	8.0424		5.7597	7.0074	6.6742	7.7302	5.2476	5.8666	7.4642		7.7287	8.935	6.5154	6.7305	5.3906	8.1213		8.7287	8.456	8.0085	6.7994		6.3897	8.0751	7.2777	8.9835	8.0556		6.6793	7.9546					7.9986	7.3273	6.5111		8.0679	8.4258	8.4182		6.474	8.0102		6.04	6.5461	7.98	7.9155	7.6067	6.6081	5.5622	6.2620000000000005	6.832000000000001	7.0516	7.8646	8.606	5.6881	5.6302	8.089		7.643	7.297999999999999	7.9062		7.6224	7.0533	5.8646	5.8607	6.6368		7.7621	7.2312	7.4955	8.3489	6.9779	5.5956	8.937000000000001	7.1102	6.6863	8.0445	7.9605	7.234	6.5056	8.6881	6.772	6.6275	6.9646	7.8245	8.0597		8.3052	5.2844	8.2627	6.4514		9.8985	9.2936	7.3285	8.3326	6.9562	6.5017	5.2437		8.167	8.0431		8.2684	7.9079	8.852	8.533999999999999	7.9942	7.5397	8.4213	5.8767	5.5326		7.5152	8.493	8.1202	6.6006	7.3747	8.5347	9.8719	9.9365		7.7467	6.3614		6.4718	6.5244	7.7218		6.0465	7.0051		7.3207
SALL4	15.7322	14.9538	15.3961		14.9097	15.5306	13.7172	14.212	14.1913	15.1784	16.0418	15.5741	15.1714	15.5991	13.1621	16.1192	15.5476	14.6115	15.1861	16.0352	14.8417	14.6049	14.9384	14.1112	13.8735	14.602	15.6341	16.2743	16.3981		14.6352	11.3958	15.2517	15.1728	14.1135	12.3785	15.1038	14.39	14.6095	16.0089	15.0133	15.3608	15.5541	15.2556	14.9606	13.5504	13.6095	15.1114	12.9504	14.9939	14.255999999999998	13.071	18.6541	16.951	16.0578	15.6703	16.0482	15.4945	13.9424		16.0248	15.4746		13.1988		13.4579	15.3855	15.6691	13.9138	13.807	15.6005	15.2821	15.4412	14.7777	14.8504	13.6011	15.3873	15.5873	15.9122	14.0105	17.1801	15.443	14.7854	13.6612	16.4813	12.2936	17.0736	14.3775	14.2062	11.5033	13.2422	15.9605	15.0149	14.889000000000001	14.3775	14.4294	15.0691	15.8897	16.3687	13.3263	14.4777	15.6662	14.8405	17.1954	16.8443	15.4723	13.4514	15.2779	15.7946	15.6902	17.1769	15.4148	13.1878				12.1328	11.992	11.2303		11.7547	11.1676	12.8039	12.8465	10.4827	11.8225	10.6713	12.4472	10.4173	11.7772	13.1371	12.2714	10.8578	10.1115	10.8987	12.0817	9.3378	12.7358	12.3252	10.6967	13.1102	12.3387		9.9996	11.2623	10.7774		11.564	10.9245	10.4139	10.5798	11.508	11.842	11.8474	10.1955	10.6297	11.2905	11.9194	12.0028	10.3163	11.7183	11.8205	11.1787	8.7727	12.0056	11.7553	11.7519	9.9062	10.8772	12.5436	12.3737	11.6793		10.7289	11.6409	12.227	10.9075	11.7779	11.2362	12.4618	11.1001	12.8078	12.2424	12.1384	11.6509		11.3012	11.5183	11.7733	9.1396	10.6795	11.1382	11.5978	11.6138	10.5484	11.6227	12.1264	10.8892		11.8193	11.0422	12.1024	11.5422	13.1333	11.084000000000001	10.4211	8.5788		12.0508	11.9981	11.8704	12.3429	10.880999999999998	10.008		12.8811	11.493		10.7444
SAMHD1	18.1671	19.5024	18.9789		19.0131	18.8017	19.3579	20.2231	20.0152	18.4968	19.0548	19.9821	17.623	19.9987	19.1286	19.4519	19.0007	19.4978	18.8922	19.3151	17.6768	20.1701	19.0832	20.3932	19.4669	18.3409	19.3037	19.5852	19.4152		19.8888	19.1901	19.9879	18.9492	19.2779	18.3325	19.7031	19.3586	19.2935	19.3364	19.6552	20.102999999999998	18.8616	19.6104	19.6372	19.8574	19.492	18.8337	20.1453	18.3236	19.8977	19.3563	18.1038	19.3193	20.0175	19.1377	19.570999999999998	18.1253	20.4495		19.7463	19.1557		18.7669		20.2131	18.1187	19.4898	19.4576	18.4006	19.0955	19.1665	19.7448	20.0255	17.618	18.4235	19.3964	18.977	19.0987	19.1205	18.9885	18.8797	18.8779	18.4022	19.726	18.2395	18.8016	19.1703	18.4649	17.4245	20.4221	20.0036	18.5963	18.7772	20.3984	20.5353	18.7779	19.7915	19.8355	19.6017	19.0949	18.2972	20.0389	18.4867	20.097	18.3778	19.432000000000002	19.6705	18.1156	19.8253	20.0069	18.4145	19.0224				20.736	20.8333	21.3462		20.9886	20.0067	20.2749	20.5993	21.1054	20.94	21.0536	19.9608	20.3942	20.5729	20.991	20.4099	20.12	20.912	20.6493	20.4431	20.6267	20.3353	20.0951	20.0433	20.6759	21.1597		20.515	20.587	20.5729		20.4912	20.2663	21.2934	20.4139	20.4283	20.6912	20.5711	21.0335	20.3406	21.2703	20.5318	20.2974	20.5047	20.4098	20.5643	20.7654	20.5798	20.4773	20.6029	20.7942	20.5108	20.3667	20.795	21.0985	20.5155		20.8232	20.4349	20.74	20.8455	20.8335	20.5294	20.4921	20.1652	20.7549	20.7922	21.1489	20.725		20.6921	20.5894	20.4168	20.6386	20.3145	20.6509	20.2522	20.5744	20.3483	20.909000000000002	20.614	21.5654		20.6207	20.875	20.8284	21.191	20.8342	21.0128	20.379	21.0354		20.3644	20.8099	20.4437	20.8054	20.590999999999998	20.1328		20.355	21.0451		20.9893
SAP18	19.2676	18.8033	18.5962		18.3759	17.9869	18.5073	18.6472	18.1753	18.6532	18.8936	18.2569	18.7352	18.5448	18.5728	18.9435	18.5282	18.4436	17.9985	18.3652	18.5026	18.6631	18.4923	18.4288	19.0186	18.3936	18.5731	18.4395	18.3163		18.2192	18.6099	18.734	17.8583	18.8755	20.012	18.6848	18.6798	18.9805	18.8736	18.2423	18.7073	18.4972	18.2689	18.5702	18.5391	18.1499	18.2107	18.4475	18.6519	18.3876	18.602	18.958	18.6781	18.5143	18.8117	19.0752	17.9609	18.3771		18.6893	18.547		18.8098		18.3388	18.6853	18.5469	19.4368	18.5693	18.3511	18.1796	18.6977	18.7756	18.7172	19.2347	18.1745	17.8713	18.6642	18.2025	18.1895	17.8987	19.1281	18.5439	18.1862	18.6057	18.1199	18.3798	18.775	19.4897	18.4363	18.8438	19.549	19.1046	18.2992	18.437	18.7248	18.2139	18.8535	18.6572	19.3126	18.0589	18.1727	18.8148	19.1254	18.3653	18.7088	18.6844	18.5676	18.3607	18.6305	19.0106	18.2928				18.9747	18.7916	18.8777		18.7219	18.7357	18.719	18.9592	18.6693	18.7261	18.8341	18.7875	18.8112	18.7964	18.7908	18.6713	18.8007	18.801	18.8612	18.8426	18.8803	18.9513	18.949	18.9242	18.8474	18.7252		19.0044	18.7912	18.844		19.0807	19.0166	18.934	18.9399	18.645	18.8196	18.9578	18.8933	18.9236	18.9591	18.9021	18.942	19.0404	18.9075	18.8593	18.8741	18.8327	18.9461	19.0619	18.7062	18.9597	18.6557	18.7854	18.6998	18.8269		18.9139	18.905	18.8108	18.6034	18.9413	18.8251	18.9504	18.8861	18.8867	18.7895	19.0407	18.9548		18.9475	18.8974	19.0113	18.9701	18.9046	18.9641	18.8169	19.1102	18.9804	18.9671	18.9501	18.9471		19.0652	18.9902	18.9751	18.9696	18.8103	19.0584	19.0623	18.9897		18.9554	18.982	18.5935	18.9829	18.9362	18.9643		18.9977	18.9231		18.5309
SASS6	16.2914	16.3847	15.9824		16.5346	17.0588	15.8289	16.4311	17.1026	17.0064	16.4378	16.1442	17.2687	15.7579	16.197	16.5762	15.5678	16.3772	15.9993	16.0365	15.7601	15.0817	15.9331	15.0802	15.6384	15.7106	15.600999999999999	14.311	15.8399		15.7808	16.3923	15.8104	16.1364	16.4066	16.4323	16.0677	15.7663	16.3806	16.0976	16.805	15.3014	14.6401	15.9756	15.6604	16.8118	16.6058	15.8728	15.5719	17.0874	16.7767	17.0702	18.0131	16.4911	16.2088	15.8265	16.1625	15.6188	16.0014		16.4622	16.3604		16.15		15.4079	16.3257	16.3062	15.8956	16.1471	15.922	14.9177	15.0775	15.5684	17.6249	15.880999999999998	15.9419	16.655	15.5094	16.3397	14.9196	15.7831	16.2265	16.1249	15.0274	15.8984	16.4502	16.7166	16.5953	16.0253	15.4548	16.4294	16.9465	16.6247	15.8943	16.1477	16.0881	15.6293	16.935	16.405	15.600999999999999	16.0654	15.7071	16.8629	16.6696	16.4585	16.5547	16.7455	16.9921	16.2475	16.1184	16.3539	17.1652				14.5152	15.1939	14.2318		14.6218	14.6259	14.4494	14.4904	14.0552	14.5549	14.1997	13.85	14.4582	14.8327	14.6362	14.6474	14.3592	14.3233	14.4798	13.9368	14.6845	14.3718	15.0576	14.5912	14.4111	14.2996		15.2242	15.1646	15.2556		14.8547	15.1581	14.5544	14.2232	14.3576	14.7683	14.9162	14.6537	13.7586	14.658	14.9166	15.2958	14.864	14.9138	15.1004	15.5266	15.2804	14.6053	15.1092	15.1624	15.0114	14.6763	15.1055	14.7276	14.0871		14.5961	14.6857	14.4087	14.3272	14.0829	14.2297	14.5351	14.7759	14.7416	14.5147	14.3213	14.3484		14.1542	14.7618	14.6823	14.4717	14.805	14.5207	14.7507	15.4133	15.3058	14.6464	14.524000000000001	14.8886		14.8843	15.1248	15.6083	15.193	14.8866	15.2034	14.1946	13.9683		15.3052	15.3045	15.1327	15.1719	14.7639	14.9275		15.1275	15.0348		15.0718
SATB1	15.7395	16.1173	16.1396		16.4352	15.3866	15.9182	16.4487	15.0362	16.0116	14.9193	15.6349	16.4658	16.5211	16.5929	16.2807	16.3553	16.7145	14.8318	15.9197	15.6615	16.5078	16.2105	16.6083	15.9632	16.2326	16.3832	16.2965	15.799000000000001		15.8194	14.1608	16.3993	15.8031	15.9413	16.1734	16.1426	16.2454	16.0924	15.0852	16.0856	16.2284	16.1193	16.5011	16.2788	15.8578	15.8779	15.3976	16.9033	15.1308	17.6152	15.7953	17.1378	15.482999999999999	15.9728	16.1545	15.9396	15.6022	16.041		16.3824	15.8109		16.359		16.1795	15.2377	16.2775	16.5483	15.8482	16.5278	16.0863	16.3413	15.4061	16.011	15.7959	15.95	15.4513	16.4944	16.4267	15.9832	14.9856	14.183	14.0037	16.3471	15.8759	16.5128	16.3969	16.4022	15.638	16.34	15.9745	15.325	16.1572	15.4885	16.0513	15.3522	16.1833	15.612	16.5412	15.2233	16.4619	16.2132	13.3504	15.3793	16.0283	15.2432	15.9122	16.6953	16.3513	15.7708	15.8716	16.1378				16.5449	16.7507	16.0478		16.6766	16.5992	16.6487	16.5361	16.0565	16.7286	16.2155	16.3233	16.4388	16.5935	16.4262	16.8221	16.5601	16.3204	16.7488	16.8765	16.3945	16.6535	16.8344	16.7222	16.6398	16.5149		16.6257	16.5033	16.8002		16.4177	16.709	16.219	16.387	17.0019	17.0775	16.5305	16.3602	16.365	16.6881	16.654	16.6895	16.4385	16.6221	16.5539	16.5657	16.6212	16.5303	16.4654	16.9026	16.7654	16.4626	16.3458	16.6169	16.4147		16.3422	16.5789	16.5219	16.5913	16.3765	16.7538	16.499000000000002	17.0232	16.8017	16.4236	16.3438	16.3579		16.3363	16.2902	16.4993	16.7077	16.8789	16.4403	16.5362	16.623	16.7601	16.1814	16.514	16.1771		16.6155	16.5109	16.6889	16.4832	16.4627	16.6116	16.4619	16.5253		16.6667	16.4905	16.6021	16.6202	16.4239	16.6847		16.7528	16.625999999999998		16.7434
SAV1	17.2714	16.4187	16.5082		16.2253	16.1515	16.0564	16.6357	16.6832	17.3255	17.1505	17.2099	17.2141	16.9044	15.9937	16.4326	16.7743	16.351	16.8447	16.4757	16.9525	16.4211	16.539	16.9996	16.0714	16.6849	16.4501	16.7235	16.1177		15.9347	17.1671	16.6175	17.4857	16.6775	16.4849	16.9318	16.6007	16.9999	16.3751	16.2357	16.5974	16.7076	16.3126	16.4799	16.6487	16.0307	16.5352	16.3952	16.5668	16.7131	16.7322	16.0671	17.043	16.7972	17.038	16.8277	16.9316	16.4609		16.6211	16.1324		16.8528		16.398	16.2369	16.8016	16.2795	16.8358	16.5937	16.4935	16.6333	16.2542	17.1344	16.6741	16.2401	17.1623	17.0571	17.1687	17.0712	16.6147	16.5781	16.7292	16.8969	16.4132	16.3163	16.0537	16.2533	17.4662	16.2356	17.0259	16.7589	16.702	16.5891	16.7093	16.4614	16.8527	16.7573	17.0125	15.8809	16.7989	16.4921	16.929000000000002	16.4363	19.182000000000002	16.5239	16.4206	15.7738	16.1986	16.5037	17.1156	16.4238				16.927	16.8783	16.9222		16.5654	17.0539	16.8296	16.9176	16.8739	16.6821	17.0739	17.5588	16.8577	16.7242	17.0582	17.1604	17.0933	17.1851	16.8556	16.6379	17.2441	17.0636	17.1279	17.2069	17.1186	16.8846		17.3384	17.3292	17.1083		17.6162	17.5835	17.1275	17.2309	18.0942	17.1948	17.1682	17.233	17.3603	16.6605	17.0402	17.1853	17.2015	17.504	17.2946	17.1723	16.9703	17.3968	17.2489	16.7884	17.3145	16.939	16.8891	16.9631	17.3055		17.0813	17.1213	16.9941	16.9566	17.3464	16.8734	17.1322	16.9788	16.9985	17.0621	16.9827	16.9224		17.213	17.0506	17.1714	16.8139	17.0996	17.2256	17.2894	17.123	17.385	17.0059	16.4604	17.1252		17.2161	17.2793	17.2315	17.0901	17.1054	17.3989	17.4909	16.5148		17.2105	16.913	17.2074	16.9377	17.1864	17.0492		17.0757	17.1977		17.149
SCAP	17.3086	17.2052	18.0901		17.3428	17.194000000000003	17.0503	17.4251	17.3453	17.9348	17.7113	17.6229	17.697	17.3723	17.0197	17.6333	17.3854	17.5634	18.6884	17.7112	18.1232	17.7605	17.6204	17.5822	17.7639	17.5669	17.4919	17.5195	18.2045		17.7615	16.9672	17.6044	17.4153	17.264	18.1164	17.4292	17.4985	18.1651	17.4602	17.2147	17.8846	17.484	17.8897	18.1212	17.2252	17.7694	18.3474	17.3322	17.1259	17.4843	18.1104	17.5704	17.8691	17.5399	17.1113	17.261	18.3788	17.5487		17.8004	17.6389		17.7122		18.0431	18.0033	17.9544	18.2206	17.6654	17.9949	17.9802	17.6652	17.8109	16.9295	17.2064	17.6019	18.0793	17.6933	17.1449	17.901	18.3398	17.9607	17.8876	17.8594	18.9675	17.7888	17.7205	16.9704	17.9552	17.7901	17.3847	17.2491	17.3211	17.4491	17.9256	17.436	17.4002	17.4078	17.2071	17.6171	17.5127	17.4145	18.2941	17.291	17.8473	17.4924	17.5009	17.4917	17.8522	17.2725	18.2578	17.3047				17.9242	17.6142	18.1421		17.9975	17.7385	17.8499	17.8129	18.0562	17.8169	17.9363	17.7564	17.8426	17.6699	18.0954	17.7284	18.0155	17.8253	18.136	18.1722	17.7007	17.886	17.6617	17.745	17.8609	18.1196		17.6002	17.5119	17.3676		17.4545	17.5556	17.4892	17.3573	17.3451	17.4929	17.5224	17.8126	17.6605	17.8142	17.9835	17.4602	17.7419	17.3906	17.4867	17.4658	17.6322	17.4139	17.614	17.9529	17.5617	18.085	17.9336	18.3198	17.8988		18.0957	18.2558	18.0906	18.0379	18.015	17.8494	17.8069	18.0016	17.7206	17.9588	18.1524	17.9389		17.6478	18.0765	17.817999999999998	18.014	18.1123	17.7217	17.6755	17.4039	17.3093	18.0138	17.9163	17.4993		17.6904	17.3569	17.3248	17.5956	17.5876	17.7823	17.3658	17.9152		17.6929	17.7896	17.8976	17.9923	17.5673	17.7158		17.4224	17.6263		17.8416
SCN10A			8.0079			11.8142	7.0125			7.5181	7.7991	7.9441				6.4788	7.3637		6.8891	7.9292	7.2098	7.7747	7.9866	7.5806	8.0432	6.4987			7.0339			8.1505	7.3868	7.7576			6.303999999999999	6.8842	6.2982		8.3086	7.3518	7.8604	6.7249		6.4471		6.6183	9.7596		7.8013	6.1253		8.2851	7.2529	6.4904		7.5003			8.0128	7.2482		6.5843		8.3714	7.2454	8.5371			9.8035		7.3463		9.7307		6.6610000000000005		6.4639999999999995	6.2107			6.6094		10.6486			8.2041			8.675	6.3172		9.9495	6.4043	7.6194				8.9655	7.023		8.6884	6.465		6.6421		8.413		8.2885							6.5656		6.4			6.5073	8.4998	6.4583		8.1622	7.2037	7.9289		8.1909	6.8044		9.082	6.4512		7.721	7.3556	8.0166				7.978		6.532				6.5114	6.9422	7.7536	9.3346	10.1107	9.2431	6.3291			7.2379	7.8668	6.4846		7.9991	10.4821	6.9334	7.5275	6.537999999999999		8.3546	6.6610000000000005		6.2686	6.7134	10.7142		8.9311	8.7583	10.4736		9.8546						7.3907	7.7176			9.4175	6.4126	10.1573	10.4598				7.4287		9.3506	9.0065			8.5746	6.6872	8.0745		7.4237		8.5035		10.443	8.2503		7.3607	10.1138	7.0257		11.0229			6.6246
SCN2A	14.8847	14.544	15.3413		10.4886	15.2088	12.7733	11.7879	7.8495	11.4226	9.5085	9.8651	11.3877	11.9893	10.3724	15.3262	11.7322	13.6409	8.2576	11.5806	8.5783	11.3448	11.355	11.212	15.9384	15.9006	11.9269	11.3242	11.0804		11.2543	8.782	10.8927	10.9334	14.095999999999998	12.4733	10.5984	10.323	16.6341	11.4133	12.1752	13.6744	11.9943	14.4959	11.1675	10.1375	8.3601	12.091	11.1907	9.3741	10.3714	10.2162	7.9209	10.2385	11.0363	12.4557	10.0447	13.4854	11.5314		9.8667	9.9951		15.8366		11.1458	15.5374	10.4905	12.8219	14.0601	13.5043	14.9146	11.8685	13.0427	12.6081	15.7895	15.9601	11.3812	13.7393	14.6322	11.3527	9.9394	15.5401	8.8615	13.0701	13.3967	15.9528	16.0909	12.1488	16.7512	13.2451	9.9487	9.8865	13.6494	10.8771	11.5485	15.8148	10.2791	15.4092	15.3262	13.943	14.7415	10.4353	14.0468	18.1891	13.1315	11.0876	7.0444	10.9452	12.5444	14.5747	13.1816	13.7736				12.8882	12.9352	11.4909		13.6122	12.5873	11.4043	12.7432	10.2675	10.7112	10.5356	12.1252	11.5901	11.7858	13.5924	12.147	12.1874	11.52	12.7288	10.6744	11.987	12.2061	11.3488	12.5777	12.2095	11.8058		12.6008	11.0747	12.6996		12.6453	11.5433	10.8001	10.9254	10.6597	12.2896	13.0621	10.7911	10.9335	11.2385	12.2532	12.2035	12.0063	12.1045	10.7917	11.7348	11.3813	10.4914	11.884	11.2756	11.8572	11.7127	12.0155	11.2835	10.0655		11.1151	11.3897	12.0561	11.8786	10.749	10.732000000000001	11.9136	10.8082	13.0754	12.020999999999999	13.251	11.8933		12.4098	11.3845	11.707	13.0367	10.9588	12.0605	10.91	13.2872	11.5837	13.0006	11.5935	12.8167		12.5592	11.4791	11.9036	12.5695	11.8799	12.3528	10.6653	10.4244		11.7265	12.4466	12.463	12.747	12.8436	11.2817		12.2298	12.7986		11.9191
SCN3A	10.6457	11.5744	11.9197		13.228	11.6779	12.4452	13.288	9.6939	11.6069	10.6899	15.1355	13.0727	13.5875	11.8901	12.8213	12.4386	11.6711	10.1843	12.8094	10.8461	14.3279	11.9397	12.1977	11.1685	11.9745	13.745	13.672	11.4222		13.262	10.9983	12.9649	11.9788	14.5681	10.9969	12.6465	12.2033	12.2864	11.3077	13.9353	12.6708	15.1465	13.5889	12.6313	11.8798	11.5093	10.8646	14.1226	9.2685	13.7519	12.2551	11.9997	10.4283	12.6261	12.4637	11.33	9.3911	13.3688		12.6617	12.5434		11.9726		11.4036	12.1415	13.0023	13.8483	10.9082	10.5904	13.2528	12.0922	12.194	13.9539	10.8817	11.7497	12.0362	14.8579	12.2572	10.1399	11.8942	12.3728	10.8814	12.7512	11.9664	13.3352	12.9848	11.4556	10.9513	12.8182	11.6124	11.3279	16.4003	11.7699	13.8904	11.2825	14.0568	12.0031	12.4772	11.1118	12.8856	13.2566	12.7602	12.042	11.4899	13.5014	8.9712	13.9475	12.5012	13.0009	10.2908	12.0451				11.7352	13.5895	12.1807		12.1932	13.5961	14.1735	13.8522	11.1776	12.9542	12.6364	12.7435	13.2412	12.6496	12.3627	13.6028	13.0249	13.9375	13.4876	14.2178	12.7773	13.918	13.1594	13.9597	13.9243	13.7926		13.3212	14.1602	13.7148		13.9386	13.0171	13.0367	14.0267	13.5723	14.3086	14.0166	12.769	12.727	12.1497	13.2093	12.3486	13.2732	12.8137	14.5746	13.4917	12.1637	13.7142	14.1838	13.0887	12.5728	14.6052	13.1488	12.3685	12.7429		13.1873	13.4008	13.5549	12.8054	12.8158	13.5107	13.2554	13.5206	13.5825	13.966	13.0828	13.5096		12.6615	13.2745	14.5757	13.3204	12.829	13.6032	13.6621	13.6148	13.1208	14.4069	11.8264	13.5377		13.7173	13.2667	13.7337	13.1353	14.302999999999999	13.0788	14.0318	12.0882		13.1008	13.0733	14.3898	13.4495	13.8351	13.4909		12.5332	14.1445		12.8585
SCN5A	12.3422	8.7625	15.4227		10.0063	14.5525	11.1252	9.3126	10.2763	13.3916	8.5719	11.9837	15.3808	10.4526	9.6292	11.296	9.3065	9.2927	11.8907	8.287	12.362	10.2199	10.8886	10.5233	12.7702	8.1784	6.58	11.8371	7.3917		10.5655	10.8775	10.3884	10.1153	8.8336	13.857999999999999	10.4691	12.4514	8.9778	9.9051	11.1582	9.6164	10.6775	9.0826	11.9356	10.7118	11.112	11.561	11.7023	13.605	12.9793	14.3064	14.8808	12.9738	8.7261	10.3076	9.9775	14.0932	9.9994		10.4861	12.5717		14.061		10.5365	10.51	9.8949	9.2003	8.1121	10.3457	11.0596	10.289000000000001	11.509	15.6998	7.3917	9.3406	12.3896	11.0312	10.4753	11.4313	10.4851	12.7354	9.7577	10.3987	13.9591	11.2063	9.5619	10.3016	11.8682	8.8808	9.1344	11.945	9.3072	10.7163	10.9772	9.0967	10.368	9.3235	10.3739	8.8402	12.5405	9.6311	12.8114	11.6136	13.9187	13.6399	13.2302	14.7369	11.2312	10.1739	13.6498	10.9727				9.2452	10.0765	8.5651		9.1626	9.5655	11.317	9.9035	9.0427	9.5199	9.7314	11.1936	9.3778	9.619	9.7471	10.4384	9.5552	9.2684	9.4156	11.2882	9.6202	8.3744	10.4966	8.9348	10.1989	10.2426		8.4747	9.9597	8.7379		8.191	9.1073	9.8118	10.2773	9.0535	10.1034	9.3873	6.8929	9.7422	8.1806	8.8095	8.1642	10.3357	8.9419	10.7404	10.8148	9.8852	9.3552	10.0742	9.8278	9.0187	10.8284	9.2113	7.0712	10.2324		8.2889	8.9905	9.8313	9.868	10.0603	10.6399	9.0549	10.9444	8.8423	9.618	8.7484	9.4904		9.6767	9.4273	8.7704	7.5151	8.5696	9.2507	10.1432	7.5039	8.7864	9.5611	8.7083	6.7793		7.7619	9.1023	9.6299	9.1692	9.6213	9.8689	10.2061	7.2763		8.9934	8.6081	8.8674	8.8884	9.5785	8.7054		9.6151	8.9888		10.3043
